s,206.632,50.2158,0,837,837,floor1.png,
s,251.411,251.718,0,837,837,floor1.png,
s,173.049,509.193,0,837,837,floor1.png,
s,195.438,811.447,0,837,837,floor1.png,
s,284.995,1113.7,0,837,837,floor1.png,
s,284.995,1393.57,0,837,837,floor1.png,
s,296.189,1729.4,0,837,837,floor1.png,
s,217.827,2020.46,0,837,837,floor1.png,
s,206.632,2356.3,0,837,837,floor1.png,
s,217.827,2669.75,0,837,837,floor1.png,
s,217.827,2972,0,837,837,floor1.png,
s,206.632,3274.25,0,837,837,floor1.png,
s,217.827,3643.68,0,837,837,floor1.png,
s,217.827,4102.65,0,837,837,floor1.png,
s,262.605,4572.83,0,837,837,floor1.png,
s,284.995,4987.03,0,837,837,floor1.png,
s,262.605,5300.47,0,837,837,floor1.png,
s,240.216,5625.12,0,837,837,floor1.png,
s,352.162,5781.84,0,837,837,floor1.png,
s,867.112,5770.65,0,837,837,floor1.png,
s,1035.03,5681.09,0,837,837,floor1.png,
s,979.059,5278.08,0,837,837,floor1.png,
s,956.669,5009.41,0,837,837,floor1.png,
s,990.253,4561.63,0,837,837,floor1.png,
s,956.669,4360.13,0,837,837,floor1.png,
s,967.864,3833.98,0,837,837,floor1.png,
s,1001.45,3464.56,0,837,837,floor1.png,
s,911.891,3117.53,0,837,837,floor1.png,
s,934.28,2546.61,0,837,837,floor1.png,
s,934.28,2121.21,0,837,837,floor1.png,
s,911.891,1225.65,0,837,837,floor1.png,
s,900.696,755.474,0,837,837,floor1.png,
s,900.696,352.469,0,837,837,floor1.png,
s,889.502,251.718,0,837,837,floor1.png,
s,990.253,1796.57,0,837,837,floor1.png,
s,1605.95,1483.12,0,837,837,floor1.png,
s,1695.51,1427.15,0,837,837,floor1.png,
s,1583.57,542.777,0,837,837,floor1.png,
s,1561.18,162.161,0,837,837,floor1.png,
s,1617.15,945.782,0,837,837,floor1.png,
s,1617.15,1505.51,0,837,837,floor1.png,
s,1605.95,2054.05,0,837,837,floor1.png,
s,1605.95,2535.41,0,837,837,floor1.png,
s,1583.57,2927.22,0,837,837,floor1.png,
s,1583.57,3430.98,0,837,837,floor1.png,
s,1650.73,4069.07,0,837,837,floor1.png,
s,1673.12,4572.83,0,837,837,floor1.png,
s,1673.12,5087.78,0,837,837,floor1.png,
s,1661.93,5501.98,0,837,837,floor1.png,
s,1807.46,5737.06,0,837,837,floor1.png,
s,2076.13,5804.23,0,837,837,floor1.png,
s,2255.24,5580.34,0,837,837,floor1.png,
s,2188.07,5054.19,0,837,837,floor1.png,
s,2255.24,4628.8,0,837,837,floor1.png,
s,2288.82,4225.79,0,837,837,floor1.png,
s,2288.82,3867.57,0,837,837,floor1.png,
s,2355.99,3375.01,0,837,837,floor1.png,
s,2367.19,3027.97,0,837,837,floor1.png,
s,2333.6,2546.61,0,837,837,floor1.png,
s,2344.8,2210.77,0,837,837,floor1.png,
s,2355.99,1606.26,0,837,837,floor1.png,
s,2311.21,1124.9,0,837,837,floor1.png,
s,2232.85,509.193,0,837,837,floor1.png,
s,2232.85,72.6048,0,837,837,floor1.png,
s,2669.44,61.4103,0,837,837,floor1.png,
s,2893.33,173.356,0,837,837,floor1.png,
s,2982.89,654.723,0,837,837,floor1.png,
s,3005.28,1102.51,0,837,837,floor1.png,
s,2971.69,1785.38,0,837,837,floor1.png,
s,2994.08,2490.63,0,837,837,floor1.png,
s,2982.89,3162.31,0,837,837,floor1.png,
s,2926.92,3856.37,0,837,837,floor1.png,
s,2926.92,4460.88,0,837,837,floor1.png,
s,2904.53,4998.22,0,837,837,floor1.png,
s,2826.16,5535.56,0,837,837,floor1.png,
s,2926.92,5804.23,0,837,837,floor1.png,
s,3509.03,5647.51,0,837,837,floor1.png,
s,3755.31,5647.51,0,837,837,floor1.png,
s,3565.01,5849.01,0,837,837,floor1.png,
s,3688.15,4875.08,0,837,837,floor1.png,
s,3654.56,4774.33,0,837,837,floor1.png,
s,3676.95,4181.02,0,837,837,floor1.png,
s,3676.95,3778.01,0,837,837,floor1.png,
s,3755.31,3375.01,0,837,837,floor1.png,
s,3699.34,2994.39,0,837,837,floor1.png,
s,3721.73,2110.02,336,837,837,floor1.png,
s,3710.54,1886.13,351,837,837,floor1.png,
s,3699.34,1762.99,351,837,837,floor1.png,
s,3956.82,2378.69,345,837,837,floor1.png,
s,3643.37,2434.66,342,837,837,floor1.png,
s,3609.78,822.642,342,837,837,floor1.png,
s,3430.67,251.718,339,837,837,floor1.png,
s,3609.78,83.7995,348,837,837,floor1.png,
s,3654.56,1270.42,348,837,837,floor1.png,
s,4158.32,945.782,351,837,837,floor1.png,
s,4214.29,195.745,339,837,837,floor1.png,
s,4460.57,397.248,336,837,837,floor1.png,
s,4997.91,-28.1464,345,837,837,floor1.png,
s,5524.06,218.134,339,837,837,floor1.png,
s,5983.04,117.383,348,837,837,floor1.png,
s,5837.51,520.388,333,837,837,floor1.png,
s,5076.27,632.334,339,837,837,floor1.png,
s,5109.86,1169.67,339,837,837,floor1.png,
s,4382.21,1427.15,345,837,837,floor1.png,
s,4337.43,1975.68,348,837,837,floor1.png,
s,4762.83,1684.62,342,837,837,floor1.png,
s,4841.19,1337.59,339,837,837,floor1.png,
s,4449.38,2871.25,342,837,837,floor1.png,
s,4281.46,3375.01,336,837,837,floor1.png,
s,4841.19,3587.7,351,837,837,floor1.png,
s,4785.22,2524.22,336,837,837,floor1.png,
s,5311.36,2490.63,342,837,837,floor1.png,
s,5736.76,1505.51,345,837,837,floor1.png,
s,5882.28,1124.9,345,837,837,floor1.png,
s,5445.7,1080.12,336,837,837,floor1.png,
s,4740.44,867.42,342,837,837,floor1.png,
s,5210.61,1192.06,345,837,837,floor1.png,
s,5389.72,1841.35,342,837,837,floor1.png,
s,5546.45,2221.96,348,837,837,floor1.png,
s,6094.98,1942.1,339,837,837,floor1.png,
s,5904.67,2636.16,336,837,837,floor1.png,
s,5971.84,3285.45,342,837,837,floor1.png,
s,6016.62,3968.32,342,837,837,floor1.png,
s,6039.01,4740.74,348,837,837,floor1.png,
s,6083.79,5311.67,345,837,837,floor1.png,
s,6106.18,5669.9,342,837,837,floor1.png,
s,5356.14,5681.09,336,837,837,floor1.png,
s,4527.74,5804.23,333,837,837,floor1.png,
s,4147.12,5826.62,345,837,837,floor1.png,
s,4818.8,5244.5,348,837,837,floor1.png,
s,4292.65,5076.58,345,837,837,floor1.png,
s,5412.11,5076.58,333,837,837,floor1.png,
s,5400.92,4819.11,339,837,837,floor1.png,
s,5333.75,4181.02,342,837,837,floor1.png,
s,5244.19,2792.89,348,837,837,floor1.png,
s,4852.38,3117.53,342,837,837,floor1.png,
s,5389.72,3408.59,336,837,837,floor1.png,
s,4818.8,4046.68,327,837,837,floor1.png,
s,4404.6,4326.55,342,837,837,floor1.png,
s,4729.24,4158.63,345,837,837,floor1.png,
s,4303.85,3901.15,339,837,837,floor1.png,
s,4762.83,4348.93,336,837,837,floor1.png,
s,4885.97,4595.22,342,837,837,floor1.png,
s,4941.94,4751.94,345,837,837,floor1.png,
s,1158.17,2636.16,339,837,837,floo2.png,
s,822.334,3464.56,336,837,837,floo2.png,
s,777.556,4136.24,345,837,837,floo2.png,
s,811.14,4707.16,339,837,837,floo2.png,
s,1818.65,5076.58,345,837,837,floo2.png,
s,3329.92,5278.08,342,837,837,floo2.png,
s,4371.02,5054.19,342,837,837,floo2.png,
s,2557.49,4248.18,327,837,837,floo2.png,
s,4236.68,3744.43,336,837,837,floo2.png,
s,4236.68,3509.34,342,837,837,floo2.png,
s,3867.26,2703.33,342,837,837,floo2.png,
s,4225.49,2524.22,345,837,837,floo2.png,
s,4505.35,1740.6,339,837,837,floo2.png,
s,4494.16,1651.04,339,837,837,floo2.png,
s,3833.68,1975.68,336,837,837,floor1.png,
s,2546.3,1337.59,330,837,837,floo2.png,
s,1717.9,744.28,339,837,837,floo2.png,
